Defibrillator,addressName,longitude,latitude
2018-2596,"CALLE Mercurio 1, 28936, Móstoles",-4.28139,44.2886
2018-2630,"AVDA de Villaviciosa s/n, 28922, Alcorcón",-4.28622,44.718
2018-2655,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2656,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2657,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2658,"CALLE de San Norberto 48, 28021, Madrid",-4.46573,44.5736
2018-2659,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2660,"CALLE de San Norberto 38, 28021, Madrid",-4.40105,44.5736
2018-2665,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2666,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2667,"PASEO de la Castellana 22, 28032, Madrid",-4.41612,44.5713
2018-2669,"CALLE de Casas de Miravete 24, 28031, Madrid",-4.4547,44.9469
2018-2670,"PASEO de la Castellana 22, 28032, Madrid",-4.41612,44.5713
2018-2681,"CALLE de Joaquín Dicenta 27, 28029, Madrid",-4.4114,44.0412
2018-2493,"AVDA Comandante José Manuel Ripollés 1, 28907, Getafe",-4.3809,44.4463
2018-2695,"CALLE ENTRADA JUNTO CONSERJERIA 3, 28023, Madrid",-4.33144,44.9233
2018-2697,"CALLE Emisora 20, 28224, Pozuelo de Alarcón",-4.31969,44.6745
2018-2546,"CALLE de Alcántara 26, 28006, Madrid",-4.42855,44.548
2018-2549,"CALLE Fragua 13, 28933, Móstoles",-4.26892,44.6062
2018-2550,"CALLE Fragua 13, 28933, Móstoles",-4.26892,44.6062
2018-2551,"CALLE Fragua 13, 28933, Móstoles",-4.26892,44.6062
2018-2570,"AVDA de Concha Espina 1, 28036, Madrid",-4.41781,44.8184
2018-2578,"CALLE Orense 108, 28223, Pozuelo de Alarcón",-4.29891,44.3814
2018-2543,"CALLE de Gamonal 11, 28031, Madrid",-4.45204,44.9289
2018-2601,"CALLE de Serrano 47, 28001, Madrid",-4.4168,44.5717
2018-2614,"CALLE de Valdemilanos 2, 28770, Colmenar Viejo",-4.35581,45.1454
2018-2542,"CALLE del Diseño 2-4, 28906, Getafe",-4.41911,44.2805
2018-2623,"CALLE de la Bendición de Campos 5, 28036, Madrid",-4.4197,44.9526
2018-2633,"CALLE del Cementerio s/n, 28906, Getafe",-4.37588,44.9143
2018-2634,"CTRA M-506 (Villaviciosa-Pinto) 0, 28941, Fuenlabrada",-4.33778,44.8683
2018-2636,"PQUE Plata y Castañar 38, 28021, Madrid",-4.38953,44.7141
2018-2544,"CALLE EN LA ENTRADA, AL LADO DE SEGURIDAD 9, 28821, Coslada",-4.53034,44.6468
2018-2552,"CALLE Fragua 13, 28933, Móstoles",-4.26892,44.6062
2018-2575,"CALLE de López de Aranda 5, 28027, Madrid",-4.45831,44.7237
2017-196,"CALLE de Einstein 7, 28049, Madrid",-4.39995,44.3688
2018-2577,"CALLE de los Tilos I 29, 28770, Colmenar Viejo",-4.33818,45.0579
2018-2580,"CALLE de Juan Pérez Zúñiga 20, 28027, Madrid",-4.45038,44.7104
2018-2581,"CALLE de Bausa 27, 28033, Madrid",-4.43255,44.0103
2018-2589,"CALLE Recaredo Collar 2, 28440, Guadarrama",-4.07755,45.3144
2018-2593,"ZONA HANGAR 3 - ZONA SUR DEL HANGAR sn, 28042, Madrid",-4.51039,44.051
2018-2613,"CUSTA de San Vicente 16, 28008, Madrid",-4.39348,44.4729
2018-2616,"PLAZA de España 15, 28008, Madrid",-4.39472,44.5016
2018-2617,"CALLE de Julián Camarillo 36, 28037, Madrid",-4.47178,44.6367
2018-2618,"CALLE de la Ribera del Loira 4, 28042, Madrid",-4.46902,44.9924
2018-2621,"RONDA de Sobradiel 80, 28043, Madrid",-4.45172,44.8296
2018-2622,"CALLE de La Salle 2, 28023, Madrid",-4.43919,44.9818
2018-2626,"CALLE de las Azulinas 8, 28036, Madrid",-4.42024,44.9496
2018-2627,"PASEO de la Castellana 259, 28046, Madrid",-4.41735,44.1057
2018-2559,"CALLE de Portugalete 1, 28223, Pozuelo de Alarcón",-4.31166,44.6525
2018-2568,"CALLE del Butrón 33, 28022, Madrid",-4.31657,44.5595
2018-2579,"CALLE Camino de Valdeolivas 11, 28750, San Agustín del Guadalix",-4.48801,45.5061
2018-2629,"CALLE de la Portera del Cura 1, 28034, Madrid",-4.39417,44.2469
2018-2644,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2663,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2664,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2668,"CALLE del Príncipe de Vergara 132, 28002, Madrid",-4.42511,44.719
2018-2671,"CALLE de Francisco Tomás y Valiente 1, 28660, Boadilla del Monte",-4.24033,44.4058
2018-2673,"CALLE del Padre Claret 23, 28002, Madrid",-4.43652,44.7784
2018-2679,"PASEO de la Castellana 52, 28046, Madrid",-4.41622,44.6349
2018-2684,"CALLE de los Vascos 20, 28040, Madrid",-4.39706,44.7791
2018-2685,"PASEO de la Castellana 133, 28046, Madrid",-4.41425,44.8906
2018-2547,"CALLE Fragua 13, 28933, Móstoles",-4.26892,44.6062
2018-2556,"AVDA Europa 8, 28821, Coslada",-4.52536,44.6172
2018-2574,"PASEO de la Magdalena 2, 28770, Colmenar Viejo",-4.34619,45.0546
2018-2582,"CALLE de Campezo 2, 28022, Madrid",-4.50596,44.7759
2018-2583,"AVDA de Aragón 332, 28022, Madrid",-4.51091,44.774
2018-2615,"CALLE Torres Quevedo 21, 28936, Móstoles",-4.28166,44.3363
2018-2638,"PLAZA de Alonso Martínez 3, 28004, Madrid",-4.40949,44.552
2018-2645,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2647,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2648,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2649,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2650,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2651,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2652,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2654,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2689,"CALLE RECEPCIÓN 62,  Madrid",-4.41547,44.3318
2018-2541,"AVDA de Burgos 91, 28050, Madrid",-4.74308,44.2805
2018-2558,"CALLE de los Frailes 12, 28914, Leganés",-4.34304,44.3246
2018-2560,"CALLE de Arganda 9, 28005, Madrid",-4.4007,44.2504
2018-2572,"CALLE Gabriel Cisneros 0, 28991, Torrejón de la Calzada",-4.30942,44.0112
2018-2576,"CALLE Fernando Rey , 28223, Pozuelo de Alarcón",-4.32628,44.2051
2018-2584,"CALLE de Campezo 8, 28022, Madrid",-4.50523,44.7462
2018-2585,"CALLE Alhambra de Granada 20, 28300, Aranjuez",-4.50196,44.1562
2018-2327,"CALLE Entre c/Sahagun s/n y c/Buenas Vistas s/n 13,  Alcorcón",-4.30692,44.7832
2018-2590,"CALLE Manuel Sandoval 26, 28850, Torrejón de Ardoz",-4.59097,44.8984
2018-2595,"CALLE de Martínez Villergas 49, 28027, Madrid",-4.44247,44.7342
2018-2598,"AVDA de la Plaza de Toros 1, 28025, Madrid",-4.37301,44.0834
2018-2599,"AVDA Europa 21, 28922, Alcorcón",-4.27719,44.6332
2018-2606,"CALLE de Trévelez 5, 28041, Madrid",-4.4031,44.8533
2018-2607,"CALLE de San Norberto 48, 28021, Madrid",-4.40105,44.5736
2018-2701,"CALLE Río Tajuña 2, 28803, Alcalá de Henares",-4.69239,44.9917
2018-2705,"CALLE de Génova 17, 28004, Madrid",-4.41178,44.5349
2018-2714,"CALLE de Silva 6, 28013, Madrid",-4.39999,44.4698
2018-2733,"AVDA Juan Carlos I 0, 28806, Alcalá de Henares",-4.66136,44.1301
2018-2735,"AVDA Juan Carlos I sn, 28806, Alcalá de Henares",-4.66126,44.1296
2018-2745,"CALLE de Don Ramón de la Cruz 94, 28006, Madrid",-4.43075,44.552
2018-2747,"CALLE Prado Quintín 9, 28791, Soto del Real",-4.34035,45.1984
2018-2749,"CALLE de Titulcia 21, 28007, Madrid",-4.42998,44.3345
2018-2753,"CALLE de Rufino González 23, 28037, Madrid",-4.46953,44.6849
2018-2723,"PASEO de Recoletos 37, 28004, Madrid",-4.41343,44.5065
2018-2781,"CALLE de los Vascos 17, 28040, Madrid",-4.39697,44.7746
2018-2782,"CALLE de Serrano 117, 28006, Madrid",-4.41689,44.6953
2018-2699,"CALLE de Buendía 50, 28053, Madrid",-4.43003,44.0393
2018-2700,"CALLE Gran Vía 63, 28013, Madrid",-4.3979,44.4892
2018-2722,"CALLE de Miguel Ángel 11, 28010, Madrid",-4.41353,44.6314
2018-2755,"CALLE de Serrano 102, 28006, Madrid",-4.41756,44.6123
2018-2756,"CALLE de López de Hoyos 169, 28002, Madrid",-4.43563,44.7916
2018-2757,"CALLE del Genil 11, 28002, Madrid",-4.42251,44.7804
2018-2706,"CALLE de José Abascal 45, 28003, Madrid",-4.41009,44.6651
2018-2707,"CALLE de José Abascal 56, 28003, Madrid",-4.41295,44.6592
2018-2715,"CALLE de Estébanez Calderón 3, 28020, Madrid",-4.41437,44.9419
2018-2716,"AVDA RECEPCIÓN 4,  Madrid",-4.47564,44.9341
2018-2740,"CALLE Luxemburgo 2, 28880, Meco",-4.71723,44.9091
2018-2783,"CALLE de Goya 6, 28001, Madrid",-4.65013,44.5924
2018-2712,"CALLE de Martínez Villergas 49, 28027, Madrid",-4.44249,44.7341
2018-2713,"CALLE de Santa Engracia 120,  Madrid",-4.40544,44.6917
2018-2767,"AVDA de Guadalajara 79, 28032, Madrid",-4.47756,44.4741
2018-2786,"CALLE de la Princesa 56, 28008, Madrid",-4.39275,44.5767
2018-2787,"TRVA de Iván de Vargas 1, 28019, Madrid",-4.38572,44.2675
2018-2788,"PASEO de la Castellana 51, 28046, Madrid",-4.41432,44.6489
2018-2789,"CALLE Marie Curie 19, 28521, Rivas-Vaciamadrid",-4.55518,44.5254
2018-2532,"CALLE Salvador de Madariaga 0, 28702, San Sebastián de los Reyes",-4.48493,44.0936
2018-2709,"CALLE de Francisco Madariaga 26, 28017, Madrid",-4.45659,44.6265
2018-2710,"CALLE de Juan José Martínez Seco 54, 28021, Madrid",-4.41562,44.6994
2018-2711,"CALLE Emisora 20, 28224, Pozuelo de Alarcón",-4.31969,44.6745
2018-2795,"PLAZA de Alsacia 0, 28032, Madrid",-4.47147,44.43
2018-2796,"AVDA de Guadalajara 36, 28032, Madrid",-4.48086,44.4811
2018-2704,"CALLE de Francisco Silvela 42, 28028, Madrid",-4.42923,44.608
2018-2790,"CALLE del Príncipe de Vergara 87, 28006, Madrid",-4.42371,44.6407
2018-2797,"CALLE Cuatro 0, 28022, Madrid",-4.40253,44.7597
2018-2798,"AVDA del Marqués de Corbera 56, 28017, Madrid",-4.44788,44.8275
2018-2799,"PASEO de Ginebra 0, 28022, Madrid",-4.48791,44.4982
2018-2800,"PLAZA de San Francisco 5, 28005, Madrid",-4.39392,44.3626
2018-2802,"CALLE de San Buenaventura 9, 28005, Madrid",-4.39314,44.3689
2018-2803,"PLAZA de Legazpi 1, 28045, Madrid",-4.41029,44.1451
2018-2804,"CALLE de Don Ramón de la Cruz 98, 28006, Madrid",-4.43141,44.5516
2018-2708,"CALLE de López de Hoyos 35, 28002, Madrid",-4.42353,44.6925
2018-2717,"CALLE del Lago Lemán 5, 28032, Madrid",-4.4862,44.2722
2018-2718,"CMNO Cerro de los Gamos 1, 28224, Pozuelo de Alarcón",-4.31311,44.9328
2018-2721,"CMNO Cerro de los Gamos 1, 28224, Pozuelo de Alarcón",-4.31311,44.9328
2018-2731,"AVDA de las Arcas del Agua 15, 28905, Getafe",-4.36501,44.0226
2018-2739,"CALLE Vía de los Poblados 3, 28033, Madrid",-4.46248,44.0659
2018-2742,"CALLE de María Auxiliadora 9, 28040, Madrid",-4.39343,44.8816
2018-2805,"PLAZA de Legazpi 1, 28045, Madrid",-4.41029,44.1451
2018-2808,"CALLE de Jorge Juan 125, 28009, Madrid",-4.43116,44.4957
2018-2814,"CALLE de Alcalá 233, 28028, Madrid",-4.43733,44.5828
2018-2860,"CALLE Gran Vía 73, 28013, Madrid",-4.39689,44.497
2018-2836,"GTA de Cuatro Caminos 168,  Madrid",-4.40253,44.7597
2018-2861,"PASEO de la Florida 2, 28008, Madrid",-4.38926,44.4706
2018-2863,"PLAZA de Santo Domingo 6, 28013, Madrid",-4.39894,44.466
2018-2864,"CALLE Gran Vía 39, 28013, Madrid",-4.40169,44.4624
2018-2866,"CALLE de Margarita de Parma 1, 28050, Madrid",-4.43932,44.3177
2018-2810,"PASEO de la Florida 2, 28008, Madrid",-4.38926,44.4706
2018-2825,"AVDA de Fuentemar 8, 28823, Coslada",-4.53256,44.5743
2018-2865,"CALLE de Bravo Murillo 324, 28020, Madrid",-4.41014,44.9501
2018-2823,"AVDA de Europa 10, 28108, Alcobendas",-4.4429,44.5552
2018-2830,"CALLE de la Princesa 56, 28008, Madrid",-4.39275,44.5767
2018-2846,"PLAZA del Callao 1, 28013, Madrid",-4.40125,44.4614
2018-2855,"PLAZA de Legazpi 1, 28045, Madrid",-4.41029,44.1451
2018-2856,"CALLE de San Bernardo 45, 28015, Madrid",-4.39988,44.508
2018-2857,"CALLE del Arcipreste de Hita 13, 28015, Madrid",-4.3912,44.6137
2018-2859,"PLAZA de Isabel II 1, 28013, Madrid",-4.3982,44.4397
2018-2850,"CALLE de Miguel Solas 12, 28021, Madrid",-4.42206,44.6963
2018-2851,"CALLE de Bravo Murillo 40, 28015, Madrid",-4.40283,44.6645
2018-2809,"CALLE Gran Vía 73, 28013, Madrid",-4.39689,44.497
2018-2815,"CALLE de Alcalá 51, 28014, Madrid",-4.4111,44.4534
2018-2817,"CALLE de Lagasca 4, 28001, Madrid",-4.41817,44.4687
2018-2818,"GTA de Ruiz Jiménez 2, 28015, Madrid",-4.40113,44.5709
2018-2819,"CALLE de Laguardia 4, 28022, Madrid",-4.5089,44.7419
2018-2820,"CTRA de Andalucía 17, 28906, Getafe",-4.40536,44.8027
2018-2821,"CTRA M-516 (Boadilla) 7.3,  Majadahonda",-4.26288,44.9698
2018-2826,"CALLE de la Explanada 16, 28040, Madrid",-4.39634,44.7768
2018-2827,"CALLE de Estocolmo 2, 28022, Madrid",-4.4892,44.5006
2018-2837,"CALLE de la Castellana 259, 28032, Madrid",-4.41738,44.0803
2018-2822,"CMNO del El Esparragal 0, 28320, Pinto",-4.38061,44.6651
2018-2831,"PLAZA de Manuel Becerra 4, 28028, Madrid",-4.43211,44.5434
2018-2842,"PLAZA del Ayuntamiento 19, 28511, Valdilecha",-4.74232,44.0617
2018-2854,"CALLE de Bravo Murillo 181, 28020, Madrid",-4.40384,44.8344
2018-2875,"CALLE del Príncipe de Vergara 140, 28002, Madrid",-4.42618,44.7291
2018-2885,"CALLE de Diego de León 69, 28006, Madrid",-4.42742,44.6216
2018-2897,"CALLE de Bravo Murillo 269, 28020, Madrid",-4.40712,44.9028
2018-2920,"CALLE de la Ribera del Loira 28, 28042, Madrid",-4.47184,44.9472
2018-2921,"CALLE de Sagasta 31, 28004, Madrid",-4.40884,44.5504
2018-2933,"CALLE de Francisca Delgado 11, 28108, Alcobendas",-4.4663,44.7155
2018-2943,"CALLE Nazaret 5, 28936, Móstoles",-4.27458,44.4697
2018-2944,"CALLE de la Princesa 23, 28008, Madrid",-4.39456,44.5391
2018-2876,"CALLE de Diego de León 69, 28006, Madrid",-4.42742,44.6216
2018-2919,"CALLE de Don Ramón de la Cruz 84, 28006, Madrid",-4.42882,44.5535
2018-2945,"CALLE de Santiago Amón 1, 28021, Madrid",-4.41187,44.6955
2018-2946,"CALLE de Serrano 90, 28006, Madrid",-4.41772,44.5966
2018-2947,"CALLE Gran Vía 53, 28013, Madrid",-4.39912,44.4785
2018-2948,"CALLE de Francisco Medrano 4, 28020, Madrid",-4.4071,44.8909
2018-2951,"PASEO de la Marquesa Viuda de Aldama 50, 28109, Alcobendas",-4.46734,44.8367
2018-2952,"CALLE del Camino del Cura 0, 28109, Alcobendas",-4.47119,44.4307
2018-2953,"CALLE del Camino Viejo 86, 28109, Alcobendas",-4.48532,44.578
2018-2954,"CTRA FINCA SOTO DE MONAZAQUE CAMPO 3-4 111, 28110, Algete",-4.51916,44.5523
2018-2955,"CALLE del Camino Ancho 0, 28109, Alcobendas",-4.47518,44.6001
2018-2873,"CALLE de Bravo Murillo 135, 28020, Madrid",-4.40337,44.7969
2018-2900,"AVDA de Menéndez Pelayo 137,  Madrid",-4.42243,44.2868
2018-2901,"CALLE del Amor de Dios 14, 28014, Madrid",-4.40724,44.3753
2018-2931,"CALLE de Anabel Segura 14, 28108, Alcobendas",-4.46813,44.7174
2018-2911,"PLAZA de la Puerta del Sol 7, 28013, Madrid",-4.40314,44.4239
2018-2912,"CALLE de Santa Engracia 58, 28010, Madrid",-4.40783,44.6279
2018-2949,"AVDA del Guadarrama 0, 28609, Sevilla la Nueva",-4.14126,44.7669
2018-2902,"CALLE COLEGIO MATER SALVATORIS 4,  Madrid",-4.34683,44.9781
2018-2917,"CALLE de Ramírez de Arellano 15, 28043, Madrid",-4.44521,44.7777
2018-2930,"CMNO de la Zarzuela 21, 28023, Madrid",-4.3346,44.9887
2018-2935,"CALLE de Ascao 33, 28017, Madrid",-4.45704,44.5756
2018-2936,"CALLE de Argumosa 1, 28012, Madrid",-4.40544,44.3328
2018-2937,"AVDA de Burgos 8, 28051, Madrid",-4.42717,44.0512
2018-2938,"CALLE de Palos de la Frontera 29, 28045, Madrid",-4.41077,44.2736
2018-2884,"CALLE de Diego de León 69, 28006, Madrid",-4.42742,44.6216
2018-2889,"CALLE de Diego de León 69, 28006, Madrid",-4.42742,44.6216
2018-2891,"CALLE de la Paloma 21, 28005, Madrid",-4.396,44.3302
2018-2916,"CALLE de Miguel Ángel 23, 28010, Madrid",-4.41353,44.6414
2018-2925,"GTA de Embajadores 7, 28012, Madrid",-4.4039,44.29
2018-2974,"GTA de Bilbao 5, 28004, Madrid",-4.40462,44.5638
2018-2984,"CALLE del Conde de Peñalver 47, 28006, Madrid",-4.4271,44.567
2018-3027,"CALLE de Torrelaguna 77, 28043, Madrid",-4.44321,44.755
2018-3029,"PASEO de la Esperanza 0, 28005, Madrid",-4.40046,44.281
2018-3030,"PASEO de la Esperanza 0, 28005, Madrid",-4.40046,44.281
2018-2982,"AVDA de Monasterio de El Escorial 4, 28049, Madrid",-4.39769,44.3977
2018-2983,"CALLE Alcalá 42, 28850, Torrejón de Ardoz",-4.59991,44.8716
2018-2985,"CALLE Telémaco 2, 28850, Torrejón de Ardoz",-4.59848,44.78
2018-2988,"CALLE Cristo 24, 28850, Torrejón de Ardoz",-4.59313,44.858
2018-2989,"CALLE de Alcalá 19, 28014, Madrid",-4.40627,44.4383
2018-2991,"GTA de Rubén Darío 2, 28010, Madrid",-4.41394,44.602
2018-2992,"CALLE Brañuelas 31, 28947, Fuenlabrada",-4.36054,44.6448
2018-2994,"PLAZA de Chueca 4, 28004, Madrid",-4.40816,44.4699
2018-2993,"CALLE del Doctor Esquerdo 175, 28007, Madrid",-4.43152,44.3157
2018-3000,"CALLE del Arenal 15, 28013, Madrid",-4.39979,44.4326
2018-2996,"CALLE DENTRO ESTACIÓN CIUDAD LINEAL. 2, 28017, Madrid",-4.45885,44.6521
2018-2997,"CALLE de Alcalá 258, 28027, Madrid",-4.45394,44.5912
2018-3005,"CALLE de Méndez Álvaro 83, 28045, Madrid",-4.42391,44.1838
2018-3006,"CALLE Gomera 4, 28703, San Sebastián de los Reyes",-4.47396,44.0001
2018-3032,"CALLE del Bronce 1, 28045, Madrid",-4.41554,44.1627
2018-3034,"GTA del Ejército 0, 28047, Madrid",-4.36779,44.1075
2018-2979,"CALLE del Conde de Peñalver 2, 28006, Madrid",-4.42694,44.5146
2018-3003,"RONDA de Toledo 1, 28005, Madrid",-4.39683,44.3151
2018-3004,"CALLE de Alcalá 306, 28027, Madrid",-4.44941,44.6007
2018-3016,"CALLE de María de Molina 37, 28006, Madrid",-4.42287,44.6573
2018-3017,"CALLE Verano 15, 28850, Torrejón de Ardoz",-4.58709,44.7543
2018-3018,"CALLE Alalpardo 0, 28806, Alcalá de Henares",-4.68729,44.2533
2018-3013,"CALLE de los Torneros 36, 28906, Getafe",-4.40832,44.2056
2018-3014,"CALLE de los Torneros 36, 28906, Getafe",-4.40832,44.2056
2018-3015,"CALLE de Julián Camarillo 6, 28037, Madrid",-4.46469,44.6101
2018-3036,"CALLE de Ocaña 70, 28047, Madrid",-4.36292,44.0732
2018-3040,"CALLE de las Abelias 1, 28042, Madrid",-4.47032,44.8049
2018-3041,"CALLE de las Abelias 1, 28042, Madrid",-4.47006,44.8108
2018-2975,"GTA de Bilbao 5, 28004, Madrid",-4.40462,44.5638
2018-2977,"CALLE del Conde de Peñalver 2, 28006, Madrid",-4.42694,44.5146
2018-2890,"GTA DENTRO DE LA ESTACIÓN DE ATOCHA, EN VESTIULO 0, 28012, Madrid",-4.41246,44.3382
2018-2963,"PASEO de la Marquesa Viuda de Aldama 50, 28109, Alcobendas",-4.46734,44.8367
2018-3007,"CALLE Menor 3, 28770, Colmenar Viejo",-4.35913,45.0624
2018-3008,"CALLE de Joaquín Costa 41, 28002, Madrid",-4.4203,44.7249
2018-3009,"CALLE de Josefa Valcárcel 36, 28027, Madrid",-4.45486,44.7758
2018-3010,"CALLE de Josefa Valcárcel 36, 28027, Madrid",-4.4547,44.7742
2018-3011,"CALLE del Príncipe de Vergara 108, 28002, Madrid",-4.42455,44.6693
2018-3012,"CALLE del Príncipe de Vergara 156, 28002, Madrid",-4.42542,44.7706
2018-3026,"AVDA de las Estrellas 45, 28983, Parla",-4.35838,44.3175
2018-3101,"PASEO de las Acacias 50, 28005, Madrid",-4.39511,44.2572
2018-3102,"CALLE los Escoriales 0, 28440, Guadarrama",-4.07892,45.2093
2018-3103,"CTRA M-501 (Villaviciosa-Boadilla) 0, 28670, Villaviciosa de Odón",-4.2456,44.7385
2018-3104,"CALLE los Escoriales 0, 28440, Guadarrama",-4.07901,45.1954
2018-3122,"AVDA Mar Mediterráneo 0,  Leganés",-4.34087,44.5323
2018-3124,"CALLE de la Isla Graciosa 5, 28703, San Sebastián de los Reyes",-4.47676,44.9461
2018-3127,"PLAZA de Ramón y Cajal 0, 28040, Madrid",-4.38393,44.7254
2018-3054,"CALLE de Campezo 1, 28022, Madrid",-4.50652,44.7729
2018-3055,"CALLE de la Fuente de Lima 2, 28024, Madrid",-4.33467,44.0637
2018-3056,"CALLE de los Emigrantes 0, 28043, Madrid",-4.35495,44.43
2018-3057,"PASEO de Extremadura S/N,  Madrid",-4.32729,44.9962
2018-3123,"AVDA de los Hermanos García Noblejas 41, 28037, Madrid",-4.46288,44.5869
2018-3129,"AVDA de Gregorio del Amo 8, 28040, Madrid",-4.38948,44.7542
2018-3044,"CALLE de las Abelias 1, 28042, Madrid",-4.47032,44.8049
2018-3045,"CALLE de las Abelias 1, 28042, Madrid",-4.47006,44.8108
2018-3046,"CALLE Levante 1, 28971, Griñón",-4.27176,44.1669
2018-3047,"CALLE de las Abelias 1, 28042, Madrid",-4.47032,44.8049
2018-3048,"CALLE Levante 1, 28971, Griñón",-4.27176,44.1669
2018-3062,"CALLE de Fuencarral 101, 28004, Madrid",-4.40443,44.5501
2018-3063,"CALLE del Doctor Esquerdo 186,  Madrid",-4.42739,44.2544
2018-3072,"PLAZA de la República Argentina 8, 28002, Madrid",-4.4192,44.7382
2018-3074,"CALLE los Escoriales 0, 28440, Guadarrama",-4.07962,45.2197
2018-3088,"CALLE del Maestro Ángel Llorca 17, 28003, Madrid",-4.39449,44.7465
2018-3078,"CALLE los Escoriales 9, 28440, Guadarrama",-4.08052,45.2205
2018-3079,"CALLE del General Ricardos 98, 28019, Madrid",-4.38446,44.1592
2018-3080,"CALLE de la Oca 69, 28025, Madrid",-4.37201,44.1161
2018-3081,"CALLE Arcipreste de Hita 1, 28440, Guadarrama",-4.07694,45.3115
2018-3086,"CALLE del Maestro Ángel Llorca 17, 28003, Madrid",-4.39449,44.7465
2018-3097,"CALLE Romero 3, 28440, Guadarrama",-4.08749,45.1639
2018-3098,"CALLE PLANTA BAJA, ZONA ASCENSORES 34, 28805, Alcalá de Henares",-4.71689,44.3859
2018-3105,"CALLE los Escoriales 0, 28440, Guadarrama",-4.07933,45.2042
2018-3112,"AVDA de España 17, 28100, Alcobendas",-4.4582,44.8765
2018-3116,"CALLE de Juan Bravo 69, 28006, Madrid",-4.42861,44.5928
2018-3117,"CALLE de Toledo 56, 28005, Madrid",-4.39872,44.3625
2018-3118,"GTA del Valle de Oro , 28019, Madrid",-4.37937,44.1126
2018-3119,"GTA del Valle de Oro 2, 28019, Madrid",-4.37937,44.1126
2018-3125,"AVDA de San Juan de Dios 1, 28350, Ciempozuelos",-4.4779,44.5743
2018-3042,"CALLE de las Abelias 1, 28042, Madrid",-4.47032,44.8049
2018-3043,"CALLE de las Abelias 1, 28042, Madrid",-4.47006,44.8108
2018-3050,"CALLE de las Abelias 1, 28042, Madrid",-4.47003,44.8102
2018-3051,"CALLE de las Abelias 1, 28042, Madrid",-4.47003,44.8102
2018-3059,"GTA del Marqués de Vadillo 1, 28019, Madrid",-4.39232,44.21
2018-3060,"CALLE del Doctor Esquerdo 42, 28028, Madrid",-4.43233,44.4759
2018-3066,"CALLE del Doctor Esquerdo 186, 28007, Madrid",-4.42739,44.2544
2018-3096,"PASEO Europa 26, 28703, San Sebastián de los Reyes",-4.47329,44.8646
2019-54,"CALLE de Joaquín Rodrigo 11, 28300, Aranjuez",-4.47802,44.1532
2019-98,"CALLE de la Princesa 47, 28008, Madrid",-4.39256,44.5738
2019-99,"CALLE Latón 3, 28500, Arganda del Rey",-4.60489,44.136
2019-371,"AVDA de Móstoles 0, 28922, Alcorcón",-4.28372,44.0195
2019-372,"AVDA de Burgos 93, 28050, Madrid",-4.4323,44.2861
2019-373,"AVDA de Andalucía 9,2, 28021, Madrid",-4.60971,44.4848
2019-795,"AVDA de Burgos 18, 28036, Madrid",-4.42763,44.085
2019-855,"AVDA de los Parques Naturales 7, 28810, Villalbilla",-4.75348,44.5785
