Column,pk,name,equipment,teaching,typeAccessibility,contentURL,locality,province,postalCode,neighborhood,district,coordX,coordY,phone,fax,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,metro,address
95,5172,Colegio público gloria fuertes,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=1c6fa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28041,Orcasitas,Usera,440136,4468987,913 414 448 - 913 412 180,913 410 018,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,-,-,I,1,Si,Si,-,Si,No,-,No,"6632,07",-,Nan,Nan,Nan,"78 , 81 , 116", orcasitas,Nan,Calle censo 3
96,5173,Colegio público gonzalo de berceo,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=618fa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28025,Abrantes,Carabanchel,438827,4470916,915 697 819 (infantil y primer ciclo de primaria) - 915 697 225 ( segundo y tercer ciclo primaria),91 469 21 74,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:30,-,Iii,1,Si,Si (av. abrantes),-,No,No,"Porterías, canastas",No,"4360,31",Regular ,Nan,Nan,Nan," 47 , 55 , 81 , 247",Nan,Plaza elíptica,Avenida abrantes 5
97,5174,Colegio público gonzalo fernández de córdoba,"Comedor, horario ampliado, planes de mejora",Enseñanza: educacion infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b69fa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28024,Campamento,Latina,433863,4471797,917 113 625,917 113 735,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,2,Si,Si,-,No,No,"Canastas, porterías","Alumbrado, fuentes","668,63",-,Nan,Nan,Nan, 65,Nan,Nan,Calle adanero 3
98,5176,Colegio público guindalera,"Comedor, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0cafa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28028,Guindalera,Salamanca,443428,4476507,917 252 437 - 913 559 839,917 255 776,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,"Campamentos y ludotecas, días no lectivos 7:30-17:00",Iii,3,Si,Si (c/ boston),Av. camilo josé cela,No,Porche,No (mal estado),No,"1071,23",Mejorable (a la espera de rehabilitación),Parque de breogán (600m),"Polideportivo boston (25m), centro cultural buenavista (850m)",Nan," 43 , 48 , 74 , 53",Nan,Parque avenidas,Calle boston 3
99,5177,Colegio público gustavo adolfo bécquer,"Comedor, horario ampliado, transporte, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=51cfa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28017,Ventas,Ciudad Lineal,444943,4475023,914 051 507,914 053 498,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Ii,6,Si,Si (c/ sta genoveva),-,Si,"Porche (80m2), cubierta practicable","Porterías, canastas",Alumbrado,"780,9",Mejorable (muy deteriorado),Parque la elipa (550m),"Instalación deportiva (60m), centro cultural la elipa (290m), biblioteca la elipa (350m), centro sociocultural ciudad lineal (350m)",Nan," 15 , 28 , 110 , 113 , 210",Nan,Nan,Calle santa genoveva 32
100,5178,Colegio público haití,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a6dfa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28047,Vista Alegre,Carabanchel,436762,4471084,914 220 250,914 651 108,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,"Actividades extraescolares 16:00-17:00, 16.00-18.00 centro de día y acompañamiento escolar paae",-,I,2,Si,Si (c/ juan alonso),-,Si,No,"Porterías, canastas, columpios",No,"1596,21","Necesita reforma el patio de infantil, primaria se reformó hace 5 años",No,"Polideportivo la mina, piscina",Nan," 17 , 35",Nan,"Carabanchel , eugenia de montijo",Calle guabairo 22
101,5179,Colegio público hermanos pinzón,"Comedor, horario ampliado","Enseñanza: educación infantil - primaria otra sede en c/ calamón, 3",0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=fbefa3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28024,Campamento,Latina,434759,4472282,915 186 040,915 186 040,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,2,Si,Si,-,No,Soportales,Canastas,Alumbrado,"461,59",-,Nan,Nan,Dos edificios diferentes (en diferentes calles). ," 36 , 39 , 65 , 121 , 131",Nan,Nan,Calle azor 4
102,5180,Colegio público hernán cortés,"Comedor, transporte, integración (preferentemente auditivos), horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4100a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28047,Aluche,Latina,436348,4471655,917 176 844,917 180 472,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Iii,5,No,Si,-,No,2 porches,"Canastas, porterías, postes de voleibol",Alumbrado,"1359,64",-,Nan,Nan,"Varios patios a diferentes alturas, separados por escaleras y otros elementos arquitectónicos. "," 31 , 138 , 121",Nan,Nan,Calle los yebenes 241
103,5182,Colegio público honduras,"Comedor, transporte, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=9610a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28031,Casco H.Vallecas,Villa De Vallecas,447305,4469870,913 325 719 - 913 317 441,913 325 719,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Nan,-,Ii,2,Si,Si,-,Si (en primaria),Si,"Juegos (en infantil), bancos, papeleras",No,"464,38",Bueno,-,"Biblioteca gerardo diego (190m), espacio almudena grandes (280m), cdm miguel guillen (550m)",Nan," 54 , 58 , 103 , 142",Nan,Villa de vallecas,Paseo federico garcia lorca 19
104,31747,Colegio público hortaleza,"Comedor, horario ampliado, residencia",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=72f9059cb751c010vgnvcm2000000c205a0arcrd,Madrid,Madrid,28043,Pinar Del Rey,Hortaleza,445092,4480397,917 642 900,913 816 099,Nan,Ayuntamiento,Lunes-viernes continua,-,-,-,Iii,0,-,-,-,No,No,-,No,-,-,Nan,Nan,"Centro de acogida que forma parte del centro, tiene uso necesario de las instalaciones no permitiendo incorporación de programa"," 9 , 72 , 87 , 120 , 125",Nan,Nan,Calle valdetorres de jarama 1
105,5183,Colegio público ignacio zuloaga,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=eb20a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28039,Bellas Vistas,Tetuan,439673,4478643,914 509 620,913 980 080,Cp.zuloaga.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:30,-,Iii,1,No (patio un nivel por encima de la entrada),No,-,No,1 eucalipto grande,"Porterías, canastas, tobogán infantil",Alumbrado,"1658,93",-,"Parque francos rodriguez (400m), dehesa de la villa (600m)","Biblioteca manuel vazquez (290m), centro cultural juan gris (350m), cdm francos rodriguez (400m), polideportivo fernando martin (650m)",Nan," 44 , 126 , 127 , 128 , 132",Nan,Francos rodríguez,Calle alejandro rodriguez 34
106,176840,Colegio público infanta leonor,"Comedor, horario ampliado, planes de mejora",Enseñanza: educacion infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=54244b6faa61c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28049,Mirasierra,Fuencarral-El Pardo,439827,4483668,917 508 788,917 508 847,Nan,Ayuntamiento,Lunes-viernes continua,9:00-17:30,Actividades extraescolares 16:00-17:30,"Partidos hockey 16:18:30 (esporádicos, 'patios abiertos' sábados",I,3,Si,Si (c/ monasterio del paular),-,Si (en gimnasio),Pérgolas pequeñas,"Porterías, canastas, columpios, arenero",Alumbrado ,"2986,9",Regular (pavimentos deteriorados),Nan,Nan,Participa actualmente de 'patios abiertos'. ,Nan,Nan,Nan,Calle monasterio de el paular 140
107,5184,Colegio público isaac albéniz,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3140a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28016,Nueva España,Chamartin,443272,4479500,913 596 972,913 596 972,Nan,Ayuntamiento,Lunes-viernes,7:30-17:00,17:00-19:00,Programa psicopedagógico abierto al distrito ; actividad de la asociación síndrome down,Iii,2,Si (c/ carlos caamaño),Si (c/ carlos caamaño y c/ drácena),-,No,Porche (20m²),"Porterías, canastas",Alumbrado débil,"802,54",Bueno,Jardín gloria fuertes (750m),Instalación deportiva (90m),Nan," 29 , 52 , 70 ,107",Nan,Nan,Calle dracena 29
108,5185,Colegio público isaac peral,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8650a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28025,Puerta Bonita,Carabanchel,437964,4470890,914 726 780,914 726 780,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:30,Actividades socioeducativas y escuela de adultos,Iii,2,Si,Si (glorieta rufino novalvos),-,No,Pocos,"Porterías, canastas, columpios",No,"796,50 + 588,74",Bueno,Nan,Nan,Nan," 47 , 55 , 81 , 108 , 118 , 247",Nan,Oporto,Glorieta rufino novalvos 5
109,5186,Colegio público isabel la católica,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=db60a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28004,Justicia,Centro,440645,4475347,915 217 840,915 229 393,Nan,Comunidad,Lunes-viernes continua,9:00-16:00,-,"Voluntariado sábados 10:00-14:00, scouts sábados  14:00-21:00 y domingos 10:00-16:00",Iii,1,Si,Si (c/ beneficencia),-,No,Si (430m²),"Porterías, canastas, juegos","Alumbrado, fuentes","764,89",Bueno,"Plaza de barceló (0m), plaza de sta bárbara (350m)","Biblioteca mario vargas llosa (0m), cdm barceló (75m)",Nan," 3 , 21, 37",Nan,Tribunal,Calle barcelo 2
110,5190,Colegio público jaime balmes,"Comedor, integración (preferentemente auditivos), planes de mejora",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2180a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28053,San Diego,Puente De Vallecas,443179,4471236,914 785 884,914 771 646,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,Save the children 16:00-18:00,I,2,Si,Si,Entrada principal del centro,Sí,No,"Portería, canastas",No,"909,02",Aceptable,"Parque amós acero (450m), parque la viña (550m)","Instalación deportiva básica (400m), centro cultural lope de vega (700m)",Nan," 24 , 102",Nan,Nan,Calle sierra de la solana 2
111,5191,Colegio público jaime vera,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7690a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28020,Cuatro Caminos,Tetuan,440394,4478218,915 723 019 - 915 723 026,915 709 453,Nan,Ayuntamiento,Lunes-viernes continua,8:00-16:00,Apoyo extraescolar 16:00,"Escuela de fútbol, tardes del cole",I,2,Si ,Si (c/ bravo murillo),C/ ávila,Si,"Toldo (en infantil), arbolado escaso","Porterías, canastas, columpios","Alumbrado, fuente","2564,84",Bueno,"Plaza poeta leopoldo de luis (120m), parque av. general peron (350m)","Entro cultural jose espronceda (500m), cdm playa victoria (800m)",La parcela incluye otras construcciones independientes del colegio," 3 , 43 , 64 , 66 , 124 , 128",Nan,Estrecho,Calle bravo murillo 162
112,5192,Colegio público javier de miguel,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=cba0a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28018,Palomeras Bajas,Puente De Vallecas,444219,4470829,913 035 102,913 805 770,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,Centro de día cruz roja 16:00-18:00,Ii,2,Si,Si (c/ javier de miguel),Nan,Sí,"Porche (100m²), arbolado","Porterías, canastas, columpios, bancos",Alumbrado,"2881,74",Necesita renovación de algunos elementos,Parque payaso fofó (230m),Cdm angel nieto (800m),Nan," 136, 310",Nan,Nan,Calle javier de miguel 90
113,5193,Colegio público joaquín costa,"Horario ampliado, comedor, planes de mejora, integración preferente (trastornos generales del desarrollo)",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e -,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=11c0a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28005,Imperial,Arganzuela,439367,4473016,913 653 632 - 913 642 825,913 653 559,Nan,Ayuntamiento,Lunes-viernes continua,8:45-16:00,Actividades extraescolares 16:00-17:00,No,I,3,Si (un patio ),Si,-,Si (no accesibles),No,"Porterías, canastas, bancos",Alumbrado débil,"6322,18",Aceptable,"Parque villoslada (400m), parque de la cornisa (700m)","Biblioteca pedro salinas (450m), cdm marqués de samaranch (500m)",Nan," 3, 17, 18, 23, 35, 36, 41, 62, 148, c",Nan,"Puerta toledo, pirámides, acacias",Paseo pontones 8
114,5194,Colegio público joaquín dicenta,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=66d0a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28011,Puerta Del Angel,Latina,437346,4473042,914 632 093,917 550 696,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,2,No,Si,-,No,Zona techada,"Canastas, porterías, toboganes",Alumbrado,"542,94",-,Nan,Nan,Nan, 138,Nan,Nan,Paseo olivos 70
115,6025,Colegio público joaquín turina,"Comedor, horario ampliado, planes de mejora",Enseñanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4cd4ae10c471c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28033,Costillares,Ciudad Lineal,443524,4481320,913 025 556,913 022 741,Nan,Ayuntamiento,Lunes-viernes continua,9:00-15:00,-,Usos deportivos,Iii,3,No,No,-,No,Si,"Porterías, canastas, columpios",No,"2488,118",Regular (necesita arreglo de pavimentos),"Parque pinar de chamartin (190m), parque doctor fdz catalina (350m), parque mermelada casera (600m)",-,Nan," 29 , 125 , 129 , 150",Nan,Nan,Calle arturo soria 332
116,5195,Colegio público jorge guillén,"Comedor, transporte, integración preferente (motóricos), horario ampliado",Enseñanza: educación infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=bbe0a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28029,El Pilar,Fuencarral-El Pardo,440011,4480755,917 393 801,917 393 801,Cp.jorgeguillen.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Iii,1,-,No,-,No,No,-,No,"1423,26",-,Nan,Nan,Nan," 42 , 49 , 126 , 128 , 147",Nan,Barrio del pilar,Avenida el ferrol 47
117,5196,Colegio público jorge manrique,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0101a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28026,Moscardo,Usera,439708,4471078,915 656 300,915 691 615,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,-,Ii,2,Si (1 patio),Si,-,Si,Porche,"Porterías, canastas",Alumbrado débil,"1958,44",Bueno,Nan,Nan,Nan," 55 , 60, 47, 147",Nan,Usera,Plaza pintor lucas 17
118,5197,Colegio público josé bergamín,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5611a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28034,Valverde,Fuencarral-El Pardo,441018,4482990,917 355 560 -917 345 042,91 734 50 42,Nan,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Nan,-,Ii,3,Si,Si (c/ braille),-,Si,Si (40m²),"Porterías, canastas, bancos, juegos",No,"3736,02",Bueno,Nan,Nan,Nan," 66 ,124 , 137",Nan,Fuencarral,Calle braille 19
119,5198,Colegio público josé calvo sotelo,"Comedor, horario ampliado",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ab21a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28007,Adelfas,Retiro,442826,4472467,914 337 125,914 336 781,Nan,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-18:00,Nan,I,2,Si,Si (c/ andalucía),-,Si,Si (4x3m²),"Canastas, porterías",No,"1083,52 + 724,13",Bueno,Parque de pacífico (150m),"Biblioteca elena fortún (270m), canchas deportivas de pacífico (290m), idm adelfas (500m)",Nan," 8 , 10 , 24 , 37 , 54 , 56 , 57 , 136 , 141 , 310",Nan,"Pacífico, puente de vallecas",Avenida ciudad de barcelona 83
120,6518289,Colegio público josé de echegaray,Nan,Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=dd26d08058cd8310vgnvcm2000000c205a0arcrd,Madrid,Madrid,28051,Casco H.Vallecas,Villa De Vallecas,447829,4468813,911 996 781 / 911 996 782,911 996 782,Cp.josedeechegaray.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,-,Ii,2,Si,Si (c/ puentedey y c/ alto de la saternilla),-,Si (en primaria),Si,"Porterías, columpios, canastas, bancos",No,"3402,84",Bueno,Parque mundaire (200m),Pistas deportivas (400m),Nan," 142, 145",Nan,Nan,Calle puentedey 14
121,5200,Colegio público josé maría de pereda,"Comedor, horario ampliado, planes de mejora",Enseñanza: educación infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=f041a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28053,Entrevias,Puente De Vallecas,442824,4470565,915 072 651,917 861 787,Nan,Ayuntamiento,Lunes-viernes continua,9:30-16:30,Nan,-,Ii,2,Si (un patio),Si,-,No,"Porche (5x5m), algo de arbolado","Porterías, canastas, mesas multijuego","Alumbrado, fuentes ","1220,93",Bueno,"Parque del soto (160m), parque forestal de entrevías (550m)","Cdm entrevías (600m), centro cultural lope de vega (650m)",Nan," 24 , 102 , 111",Nan,Nan,Calle mestanza 94
122,5201,Colegio público josé ortega y gasset,"Comedor, horario ampliado, planes de mejora, integración preferente (trastornos generales del desarrollo)",Enseñanza: educación infantil - primaria - enseñanza biling&amp;uuml;e,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4651a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,Madrid,28020,Castillejos,Tetuan,441144,4479225,915 720 997,915 701 341,Nan,Ayuntamiento,Lunes-viernes continua,9:00-14:00,Actividades extraescolares 16:00-19:30 + sábado (actividades extraescolares),-,Ii,2,Si,Si,-,Si,Si (20m2),"Porterías, canastas",No,"1686,3",Mejorable (obras de remodelación mal ejecutadas),"Plaza remonta (350m), parque san german (600m)","Centro sociocultural tetuan (700m), cdm playa victoria (950m)",Patio protegido con acceso desde calle secundaria. ," 149, 66, 124",Nan,"Tetuán, valdeacederas",Calle orense 87
