,Unnamed: 0,identifier,name,equipment,teaching,typeAccessibility,knowsAbout,locality,same_as_wikidata_locality,province,same_as_wikidata_province,postalCode,neighborhood,same_as_wikidata_neighborhood,district,same_as_wikidata_district,latitude,longitude,telephone,faxNumber,email,titularity,laborDay,schedule,extraUses,otherUses,yardCategory,yardNumber,accessibilityComment,directAccess,otherAccess,wcAccessibles,shade,furniture,services,surface,conservationState,greenZonesProximity,facilitiesProximity,observations,bus,renfe,same_as_wikidata_renfe,metro,same_as_wikidata_metro,streetAddress
156,156,11121459,Colegio publico maria de villota,,Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue  centro de nueva creacion. su ubicacion es provisional.,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=870757e08c800710vgnvcm1000001d4a900arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28031,Santa Eugenia,https://wikidata.org/entity/Q390463,Villa de Vallecas,https://wikidata.org/entity/Q1947988,447785,4470378,913 053 429 / 618 487 068,,Cp.mariadevillota.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,,III,2,Si,Si,,Si,Porche (100m²),"Porterias, canastas, juegos",Alumbrado,"2722,77",Bueno,Parque vasares (230m),"Instalaciones deportivas la union (150m), biblioteca luis martin santos (190m), centro cultural pilar miro (240m)",,58,,,Villa de Vallecas,https://wikidata.org/entity/Q630441,Calle enrique garcia alvarez 11
157,157,5209,Colegio publico maria moliner,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=6083a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Arcos,https://wikidata.org/entity/Q9627876,San Blas,https://wikidata.org/entity/Q2001937,447480,4474801,913 133 969,913 069 463,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,III,2,No (escaleras),Si,,No,No,"Canastas, porterias","Alumbrado, fuente","5349,95",Mejorable,,,,"4 , 38, 48 , 106, 140",,,Simancas,https://wikidata.org/entity/Q2481349,Calle arcos de jalon 34
158,158,5228,Colegio publico mariano jose de larra,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=b593a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28022,Rosas,https://wikidata.org/entity/Q18880469,San Blas,https://wikidata.org/entity/Q2001937,448347,4475731,913 133 789,917 759 574,,Ayuntamiento,Lunes-viernes continua,9:30-16:30,Actividades extraescolares 16:30-17:30 ,Cesion del gimnasio a escuela de gimnasia deportiva,II,3,Si,Si,Desde edificio,Si,"Porche, soportal edificio","Porterias, canastas, bancos, columpios",Alumbrado,"1875,379","Bueno en el patio grande, regular en el patio pequenyo.",,,,"38 , 48 , 140",,,Las Musas,https://wikidata.org/entity/Q2482052,Calle longares 11
159,159,5230,Colegio publico marques de marcenado,"Comedor, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0ba3a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28005,Imperial,https://wikidata.org/entity/Q3773740,Arganzuela,https://wikidata.org/entity/Q2000929,438979,4473763,913 658 588,913 669 822,,Ayuntamiento,Lunes-viernes continua,7:30-17:00,,,III,2,Si,No,,No,Si (10m2),"Porterias, canastas","Alumbrado, fuentes","724,77",Mejorable (grietas en el suelo),"Madrid rio (180m), parque de la cornisa (800m)","Cdm marques de samaranch (600m), biblioteca  (900m)",,"25 , 31 , 33 , 36 , 39 , 41 , 50 , 65 , 138",,,,,Calle linneo 31
160,160,5231,Colegio publico marques de suanzes,"Comedor, transporte, horario ampliado, integracion preferente (motoricos)",Ensenyanza: educacion infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=50c3a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28027,Salvador,https://wikidata.org/entity/Q10367095,San Blas,https://wikidata.org/entity/Q2001937,447034,4477126,917 412 072,913 203 617,Cp.marquesdesuanzes.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,"Liga municipal de futbol, sabados",III,2,Si,Si,Desde parking,No,"Porche, arbolado","Canastas, porterias",Fuente,"2547,20 + 1631,52",Mejorable (elementos deteriorados y barrancos sin drenaje),Parque de la quinta de los molinos,,,"77 , 104 , 105",,,Suanzes,https://wikidata.org/entity/Q2481009,Avenida veinticinco de septiembre 1
161,161,5232,Colegio publico martinez montanyes,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=a5d3a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Pavones,https://wikidata.org/entity/Q71760,Moratalaz,https://wikidata.org/entity/Q2076109,446208,4472560,917 738 878,917 738 878,Cp.martinezmontanes.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,"Club baloncesto moratalaz, lunes-domingo 17:00-23:00",II,3,Si,Si (c/ fuente carrantona),C/ luis de hoyos sainz,Si,"Techado (20m², en 2 patios)","Canastas, columpios",Alumbrado,"2308,31",Bueno,Parque vandel (210m),Polideportivo moratalaz (500m),,"32 , 71 , 100 , 140 , 142 , 144",,,Pavones,https://wikidata.org/entity/Q2479437,Calle hacienda de pavones 223
162,162,5233,Colegio publico mejico (mexico),"Comedor, transporte, integracion preferente (motoricos), horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,1,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=fae3a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28027,San Pascual,https://wikidata.org/entity/Q165612,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444808,4477186,91 403 57 44,,Cp.mejico.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,3,Si,Si (c/ carlota o`neill),,Si,Porche pequenyo,"Porterias, canastas, juegos",No,"2846,707",,"Parque pza de nueva orleans (150m), parque pablo raez (300m)",Instalacion deportiva (300m),,"11 , 21 , 53",,,,,Avenida badajoz 74
163,163,5234,Colegio publico mendez nunyez,"Comedor, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=4004a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28033,Apostol Santiago,https://wikidata.org/entity/Q11906303,Hortaleza,https://wikidata.org/entity/Q1928529,444089,4481130,913 024 834,913 024 834,Cp.mendeznunez.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:30,,I,2,"Si (mala accesibilidad, accesos estrechos y barreras)",Si,,Si,Si (en un patio),Porterias y canastas (no accesibles),No,"3348,83",Mejorable (suelos en mal estado),,,,"7 , 29 , 129",,,,,Calle alicun 9
164,164,5235,Colegio publico menendez pelayo,"Comedor, horario ampliado, planes de mejora -integracion preferente (auditivos)",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=9514a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28045,Palos de la Frontera,https://wikidata.org/entity/Q521009,Arganzuela,https://wikidata.org/entity/Q2000929,441334,4473004,915 272 781,915 397 381,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-20:00,,II,2,Si,Si (c/ mendez alvaro con rafael de riego),,Si,No,"Porterias, canastas, columpios","Alumbrado, fuente","2267,889",Bueno,Parque del retiro (850m),"Biblioteca museo reina sofia (550m), centro dotacional arganzuela (750m)",,"6 , 19 , 27 , 34 , 45 , 47 ,55 , 59 , 69 , 85 , 86 , 102 , 247",Atocha Railway Station,https://wikidata.org/entity/Q23093,Estacion del Arte,https://wikidata.org/entity/Q2016175,Calle mendez alvaro 16
165,165,5236,Colegio publico menendez pidal,"Comedor, horario ampliado, integracion preferente (tratornos generales del desarrollo)",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ea24a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28030,Fontarron,https://wikidata.org/entity/Q10283284,Moratalaz,https://wikidata.org/entity/Q2076109,445593,4472413,917 736 781,913 016 012,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:15,,III,1,Si (una parte del patio),Si (c/ encomienda de palacios),,No,Toldos (5x30m²),"Porterias, canastas, columpios",Fuente,"1106,2","Regular (grietas, y deterioro en las escaleras)",Parque de los patines (450m),Centro sociocultural moratalaz (600m),,"8 , 20 , 30 , 71 , 100",,,Artilleros,https://wikidata.org/entity/Q649362,Calle encomienda de palacios 85
166,166,5237,Colegio publico meseta de orcasitas,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=3044a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28041,Orcasitas,https://wikidata.org/entity/Q3773941,Usera,https://wikidata.org/entity/Q953368,439681,4469283,913 413 045,913 417 861,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,I,2,Si,Si (c/ pedrenya),C/ pont de molins,Si,No,"Porterias, canasta",No,"1503,13",Regular (necesita mejoras para garantizar la seguridad),Parque lineal de palomeras (550m),Cd nuevas palomeras (650m),,"6 , 60 , 78 , 81 , 116 , 121 , 131",,,,,Calle camino viejo de villaverde 1
167,167,5238,Colegio publico mesonero romanos,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=8554a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28038,Portazgo,https://wikidata.org/entity/Q18005921,Puente de Vallecas,https://wikidata.org/entity/Q2003054,445313,4471653,913 037 096,913 800 850,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,2,Si,Si (c/ pedrenya),C/ pont de molins,Si,No,"Porterias, canasta",No,"1503,13",Regular (necesita mejoras para garantizar la seguridad),Parque lineal de palomeras (550m),Cd nuevas palomeras (650m),,"63 , 142 , 144 , e",,,,,Calle pont de molins 31
168,168,5239,Colegio publico miguel blasco vilatela,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=da64a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28037,Pueblo Nuevo,https://wikidata.org/entity/Q71753,Ciudad Lineal,https://wikidata.org/entity/Q1763694,446376,4475605,913 043 999,913 043 999,,Comunidad,Lunes-viernes,9:00-16:00,,,I,1,Si,Si (c/ luis campos),,Si,"Porche, toldo, arbolado","Porterias, canastas, mesas, rocodromo",Alumbrado,"3569,911",Mejorable,"Parque santurce (500m), parque ascao (750m)",Cdm pueblo nuevo (650m),,"4 , 28 , 38 , 48 , 70",,,Garcia Noblejas,https://wikidata.org/entity/Q2480917,Calle hermanos garcia noblejas 70
169,169,5240,Colegio publico miguel de unamuno,"Comedor, transporte, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=2084a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28045,Las Delicias,https://wikidata.org/entity/Q3773736,Arganzuela,https://wikidata.org/entity/Q2000929,441257,4471959,915 282 554,915 282 554,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares,,II,2,Si,Si (principal),,Si,No,"Bancos, porterias, canastas",Alumbrado,"1635,62",Regular (suelo irregular),"Parque calle granito (30m), plaza rutilio gacis (300m)","Polideportivo arganzuela (160m), matadero madrid (550m)",,"8 , 19 , 22 , 45 , 47 , 59 , 85 , 86 , 123 , 247",,,Legazpi,https://wikidata.org/entity/Q2056839,Calle alicante 5
170,170,5242,Colegio publico miguel servet,"Comedor, integracion, horario ampliado",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=7594a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28019,San Isidro,https://wikidata.org/entity/Q3813733,Carabanchel,https://wikidata.org/entity/Q1001991,437579,4471968,914 611 757,914 627 953,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:15,"Servicios sociales de zaida 16:15-20:00, grupo scout heptagono sabados 16:00-20:30",III,2,Si,Si (c/ fragata y c/ castellflorite),,No,Porche (50m²),"Porterias, canastas, columpios, bancos","Alumbrado, fuentes","1850,08 + 1370,84",Nuevo,,,,"17 , 25 , 118 , 119",,,,,Calle fragata 33
171,171,5243,Colegio publico mirasierra,"Comedor, transporte, horario ampliado",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=caa4a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28034,Mirasierra,https://wikidata.org/entity/Q31134,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,439475,4482517,917 345 665,917 350 356,,Ayuntamiento,Lunes-viernes partida,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,2,No (escaleras),No,,Si,"2 porches (50x3m), arbolado","Porterias, canastas",Alumbrado,"4756,53",Mejorable (barreras arquitectonicas y elementos deteriorados),,,,"133 , 134",,,,,Calle la maso 22
172,172,5157,Colegio publico monte de el pardo,"Comedor, horario ampliado",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=10c4a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28048,El Pardo,https://wikidata.org/entity/Q3314337,Fuencarral-El Pardo,https://wikidata.org/entity/Q656196,434411,4485448,913 760 692,913 760 636,,Ayuntamiento,Lunes-viernes continua,9:30-16:30,Actividades extraescolares 16:30-18:00,,III,2,No,Si (av. de la guardia),C/ san mansueto,No,Toldos,Columpios,Alumbrado,"364,768",Bueno (pero se deteriora mas que se arregla),,,,"601, 602",,,,,Avenida guardia 19
173,173,5244,Colegio publico navas de tolosa,"Transporte, comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=65d4a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,San Cristobal,https://wikidata.org/entity/Q390457,Villaverde,https://wikidata.org/entity/Q919536,441908,4466410,917 976 083,917 976 083,Cp.navasdetolosa.madrid@educa.madrid.org,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-19:00,Futbol y baloncesto lunes-viernes,III,3,Si (2 patios),No,No,No,No,"Canastas, porterias, columpios, zonas de tierra",Alumbrado,"3960,31",Bueno,Parque de la dehesa bayal,Polideportivo raul gonzalez,,"59 , 79",Estacion de San Cristobal de los angeles,https://wikidata.org/entity/Q5494493,,,Calle benimamet 109
174,174,5247,Colegio publico nuestra senyora de la almudena,Comedor,Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=0005a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28009,Ibiza,https://wikidata.org/entity/Q15249910,Retiro,https://wikidata.org/entity/Q2002296,442492,4474487,915 735 899,915 743 106,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,II,1,Si,Si (c/ lope de rueda),,Si,Porche (60m²),"Canastas, bancos",Alumbrado,"452,28","Regular (recien reformado, presenta grietas en pavimentos)",Parque del retiro (180m),"Centro cultural mercado de ibiza (150m), biblioteca eugenio trias (200m)",,"15 , 20 , 26 , 61 , 63 , 69 , 152 , 202, 215",,,Ibiza,https://wikidata.org/entity/Q2464739,Calle lope de rueda 48
175,175,5248,Colegio publico nuestra senyora de la concepcion,"Comedor, horario ampliado, planes de mejora, integracion preferente (trastornos generales del desarrollo)",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=5515a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28027,Concepcion,https://wikidata.org/entity/Q11915156,Ciudad Lineal,https://wikidata.org/entity/Q1763694,444867,4476481,914 040 275,914 047 955,,Ayuntamiento,Lunes-viernes,9:00-16:00,Actividades extraescolares 16:00-17:00,Centro integrado de servicios sociales 16:30-20:00,III,2,No (falta rampa de acceso),No,,Si,"Porches (18x9), algo de arbolado","Porterias, canastas, mesas, bancos, piramide de escalada, rocodromo, columpios",Fuente,"3604,345",Mejorable (falta arreglar suelos),"Parque el calero (20m), parque pablo raez (500m)",Polideportivo municipal (0m),,21,,,Barrio de la Concepcion,https://wikidata.org/entity/Q2696985,Calle virgen del sagrario 24
176,176,5249,Colegio publico nuestra senyora de la fuencisla,"Comedor, horario ampliado, planes de mejora",Ensenyanza: educacion infantil - primaria - ensenyanza Bilingue,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=aa25a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28026,Almendrales,https://wikidata.org/entity/Q9604761,Usera,https://wikidata.org/entity/Q953368,440730,4470191,914 754 327,915 001 173,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-18:00,,I,2,Si,Si (c/ tomelloso),,Si,"Porche (75m2), arbolado","Porterias, canastas, tobogan",No,"2789,92",Bueno,Parque de pradolongo,,,"18 , 22 , 59 , 76 , 79 , 85 , 86",Estacion de Doce de Octubre,https://wikidata.org/entity/Q5846116,,,Calle tomelloso 39
177,177,5250,Colegio publico nuestra senyora de la luz,"Transporte, horario ampliado, comedor, planes de mejora",Ensenyanza: educacion infantil - primaria,0,Http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410vgnvcm100000171f5a0arcrd&vgnextoid=ff35a3f5ca71c010vgnvcm1000000b205a0arcrd,Madrid,https://wikidata.org/entity/Q2807,Community of Madrid,https://wikidata.org/entity/Q5756,28021,"Villaverde Alto, Casco Historico de Villaverde",https://wikidata.org/entity/Q390435,Villaverde,https://wikidata.org/entity/Q919536,440182,4466348,917 950 766,917 975 020,,Ayuntamiento,Lunes-viernes continua,9:00-16:00,Actividades extraescolares 16:00-17:00,,III,1,Si,Si (c/ magnesia),C/ amadeo fernandez,No,Si,"Canastas, toboganes, zona de tierra",Fuentes,"1845,76",Bueno,,,,22,,,,,Calle magnesia 9
