Num_Inscripcion,Razon_Social,Tipo_Via,Calle,Numero,Aproximacion,Cod_Postal,Poblacion,CIF,Fecha_Registro,Primer_Tlfn,Email,Internet,Distrito,Barrio,Categoria,Ambito,Num_Socios,NumInscripcion_Fed_Vinculada,RazonSocial_Fed_Vinculada
3800,ASOCIACION SUPERNOVA ART LAB,CALLE,PUEBLA,9,PLANTA 2ª. PUERTA D,28004,MADRID,G88459243,14/02/2020,633471102,supernova.artlab@gmail.com,,CENTRO,UNIVERSIDAD,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,3,,
38,ASOCIACION VECINAL DE VICALVARO,CALLE,VILLABLANCA,35,,28032,MADRID,G78097391,16/02/1988,913719595,avvicalvaro@gmail.com,http://www.avvicalvaro.es/,VICALVARO,CASCO H.VICALVARO,VECINALES,BARRIO,615,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
3799,RED SOS REFUGIADOS EUROPA,CALLE,SANTO ANGEL,110,PORTAL 1. PLANTA 3ª,28043,MADRID,G88374764,14/02/2020,600531300,logistica@sosrefugiados.org,,HORTALEZA,CANILLAS,DE INMIGRANTES,ESTATAL,11,,
3798,CLUB DEPORTIVO ELEMENTAL DE ESGRIMA VICALVARO,CALLE,GALEON,4,PORTAL B. PLANTA BAJO. PUERTA A,28042,MADRID,G88106844,14/02/2020,917474607,FMEDINACEB@GMAIL.COM,,BARAJAS,ALAMEDA DE OSUNA,DEPORTIVAS,COMUNIDAD DE MADRID,27,,
3797,PRIMADUROVERALES GRUPO DE ESCRITORES,PASEO,YESERIAS,15,PORTAL G. PLANTA 5ª. PUERTA A,28005,MADRID,G87468559,14/02/2020,626844374,asociacionprimaduroverales@gmail.com,,ARGANZUELA,ACACIAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,32,,
3794,ASOCIACION DE PADRES DE NIÑOS PREMATUROS (APREM),CALLE,RIBADAVIA,9,PLANTA BAJA. PUERTA 4,28029,MADRID,G82731282,14/02/2020,657667086,APREM@APREM-E.ORG,http://www.aprem-e.org,FUENCARRAL-EL PARDO,EL PILAR,DE SALUD Y APOYO MUTUO,ESTATAL,347,,
3791,CLUB DEPORTIVO ELEMENTAL PATIN VALLEKAS,CALLE,DIEGO MANCHADO,23,,28038,MADRID,V84830033,31/01/2020,677163162,alta.alumno@gmail.com,http://www.clubpatinvallecas.com,PUENTE VALLECAS,PORTAZGO,DEPORTIVAS,COMUNIDAD DE MADRID,3,,
3790,REMAR ESPAÑA,CALLE,SECOYA,18,PLANTA 3ª,28044,MADRID,G79508701,31/01/2020,918874443,proyectos@remar.org,http://www.ongremar.es,CARABANCHEL,BUENAVISTA,OTRAS DE ACCIÓN SOCIAL,ESTATAL,30,,
3788,ASOCIACION ESPAÑOLA DE CJD,CALLE,SOFIA,177,D. 3º C,28022,MADRID,G57827404,31/01/2020,646647541,comunicacion@asociacioncjd.org,http://www.asociacioncjd.org,SAN BLAS-CANILLEJAS,ROSAS,DE SALUD Y APOYO MUTUO,ESTATAL,295,,
3787,CENTROS FE. ESPERANZA. AMOR,CALLE,GENERAL PARDIÑAS,12,OFICINA 6,28001,MADRID,G88013594,28/01/2020,911103369,centrosfea.org@gmail.com,,SALAMANCA,GOYA,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,45,,
3786,ASOCIACION PROBETA STUDIO,CALLE,SIERRA DE CONTRAVIESA,16,PLANTA 1ª,28053,MADRID,G88049762,28/01/2020,638909744,estudioprobeta@gmail.com,,PUENTE VALLECAS,ENTREVIAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,4,,
3782,REFOOD ESPAÑA,CALLE,MAGNOLIAS,94,ESCALERA EXTERIOR. LOCAL BAJO IZQUIERDA,28029,MADRID,G88486006,28/01/2020,620868805,ALFONSOPURAS@REFOODESP.ORG,,TETUAN,CASTILLA,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,43,,
3781,ASOCIACION SOSTENIBILIDAD Y ARQUITECTURA - ASA,PASEO,CASTELLANA,12,PLANTA 4ª,28046,MADRID,G85409647,27/01/2020,607658999,info@sostenibilidadyarquitectura.com,http://www.sostenibilidadyarquitectura.com,SALAMANCA,RECOLETOS,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,ESTATAL,263,,
3780,ASOCIACION EN DEFENSA DE LA CULTURA URBANA MADRILEÑA,CALLE,BALLESTA,4,1º,28004,MADRID,G88034509,28/01/2020,685570194,DEFENSACULTURAURBANA@GMAIL.COM,http://defensaculturaurbanamadrilena.wordpress.com/,CENTRO,UNIVERSIDAD,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,68,,
3779,ASOCIACION AMIGOS MELOMANOS DE LA MUSICA,CALLE,PUEBLA,13,PLANTA BAJA,28004,MADRID,G88180104,28/01/2020,685570194,a.melomanosdelamusica@gmail.com,http://www.amigosmelomanosmusica.wordpress.com,CENTRO,UNIVERSIDAD,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,80,,
3778,ASOCIACION MENINAS TEATRO,CALLE,ILLESCAS,67,3º-A,28024,MADRID,G86755725,28/01/2020,650048688,meninas.teatro@gmail.com,http://meninasteatro.com,LATINA,ALUCHE,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,6,,
3777,HYGGELIG ASOCIACION DE ARTE INCLUSIVO,CALLE,MADRE DE DIOS,32,,28016,MADRID,G88472980,24/01/2020,637059821,hyggeligasociacion@gmail.com,http://www.wabisabiart.org,CHAMARTIN,NUEVA ESPAÑA,DE PERSONAS CON DISCAPACIDAD,COMUNIDAD DE MADRID,36,,
3776,ASOCIACION DE MUJERES QUIEREME LIBRE,AVENIDA,OROVILLA,44,PLANTA 4ª. PUERTA D,28041,MADRID,G87939237,29/01/2020,633113443,asocquieremelibre@gmail.com,,VILLAVERDE,LOS ROSALES,DE MUJERES,ESTATAL,16,,
3775,ASOCIACION SAL TEATROLAB MADRID,CALLE,LUIS FEITO,24,LOCAL,28047,MADRID,G87775060,24/01/2020,627268319,gestion@espaciogallinero.com,http://espaciogallinero.com,LATINA,ALUCHE,CULTURALES Y CASAS REGIONALES,ESTATAL,3,,
3771,ASOCIACION RED MADRILEÑA DE INMIGRACION Y AYUDA AL REFUGIADO,CALLE,BERNARDINO OBREGON,8,LOCAL,28012,MADRID,G87913133,27/01/2020,911684854,secretaria@redinmigracion.org,,ARGANZUELA,PALOS DE MOGUER,DE INMIGRANTES,COMUNIDAD DE MADRID,370,,
3770,ASOCIACION ESPAÑOLA DEL SINDROME DE RETT - AESR,CALLE,ANTONIO LANZUELA,41,ESQUINA CALLE PINOS BAJA,28029,MADRID,G96041959,27/01/2020,605470967,info@rett.es,https://rett.es/,TETUAN,VALDEACEDERAS,DE PERSONAS CON DISCAPACIDAD,ESTATAL,375,,
377,ASOCIACION DE VECINOS NORTE DE LA ALBUFERA,CALLE,CALELLA,5,,28038,MADRID,G79262572,03/05/1989,917771809,,,PUENTE VALLECAS,PORTAZGO,VECINALES,DISTRITO,289,1275,FEDERACION DE ASOCIACIONES DE VALLECAS TODO CULTURA
377,ASOCIACION DE VECINOS NORTE DE LA ALBUFERA,CALLE,CALELLA,5,,28038,MADRID,G79262572,03/05/1989,917771809,,,PUENTE VALLECAS,PORTAZGO,VECINALES,DISTRITO,289,67,FEDERACION REGIONAL DE ASOCIACIONES VECINALES DE MADRID - FRAVM
3768,ASOCIACION MEDIOAMBIENTAL ECOS DE LA NATURALEZA,CALLE,DOCTOR ESQUERDO,105,,28007,MADRID,G88442918,03/02/2020,680554041,presidencia@econatur.es,,RETIRO,ESTRELLA,MEDIOAMBIENTALES Y ECOLOGISTAS,ESTATAL,67,,
3767,ASOCIACION CULTURAL ANGUITAZZ BIG BAND,CALLE,LUIS DE HOYOS SAINZ,47,,28030,MADRID,G88525902,03/02/2020,684163831,anguitazzbigband@gmail.com,,MORATALAZ,PAVONES,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,30,,
3766,ASOCIACION DE MUJERES LESBIANAS Y BISEXUALES CON LA TECNOLOGIA LAS ARTES LA LITERATURA EL CONOCIMIEN,CALLE,RAFAEL SALGADO,3,1º DCHA.,28036,MADRID,G88283460,03/02/2020,627585956,maria@lbtalks.org,http://www.lbtalks.org,CHAMARTIN,HISPANOAMERICA,DE PERSONAS LGTBI,ESTATAL,27,,
3765,CLUB DEPORTIVO ELEMENTAL DEPORTES POETAS,CALLE,OTERO Y DELAGE,94,,28035,MADRID,G86257474,03/02/2020,610521407,manuel@mentac.com,,FUENCARRAL-EL PARDO,PEÑA GRANDE,DEPORTIVAS,DISTRITO,115,,
3764,CLUB DEPORTIVO ELEMENTAL CHAMARTIN-VERGARA,CALLE,VICENTE JIMENO,2,,28035,MADRID,G81316804,03/02/2020,616482895,gracielamartinezperez@gmail.com,,FUENCARRAL-EL PARDO,PEÑA GRANDE,DEPORTIVAS,DISTRITO,800,,
3763,ASOCIACION CONTROLA CLUB,CALLE,VALVERDE,13,PORTAL 3. DERECHA,28004,MADRID,G96808258,03/02/2020,619314162,controlaclub@controlaclub.org,,CENTRO,UNIVERSIDAD,DE SALUD Y APOYO MUTUO,ESTATAL,21,,
3762,AMPA DE EDUCACION INFANTIL Y JUVENIL SAN JUAN DE LA CRUZ,CALLE,HONDURAS,10,,28016,MADRID,G80884554,03/02/2020,656325200,SANJUANDELACRUZAMPA@GMAIL.COM,,CHAMARTIN,NUEVA ESPAÑA,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,89,,
3761,CLUB DEPORTIVO ELEMENTAL DE TENIS ALBORAN,AVENIDA,MARQUES DE CORBERA,52,,28017,MADRID,G82949603,03/02/2020,636566077,ctalboran@hotmail.com,http://www.ctalboran.es,CIUDAD LINEAL,VENTAS,DEPORTIVAS,COMUNIDAD DE MADRID,442,,
3758,ASOCIACION SALUD MENTAL MADRID ESTE - ASME,PLAZA,MAYOR DE BARAJAS,1,DP,28042,MADRID,G79935037,22/01/2020,608919489,SECRETARIA@ASMENTAL.ORG,,BARAJAS,CASCO H.BARAJAS,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,144,,
3757,ASOCIACION ACROMAD (ACROBACIAS MADRID),CALLE,HUERTA DE VILLAVERDE,5,BAJO B,28021,MADRID,G88469960,22/01/2020,617567448,acromadconvention@gmail.com,,VILLAVERDE,VILLAVERDE ALTO C.H.,DEPORTIVAS,COMUNIDAD DE MADRID,3,,
3756,ASOCIACION CULTURAL DE LA PLATAFORMA DE OPAÑEL - LA HIGUERA Y EL ALMENDRO,CALLE,ARROYO OPAÑEL,29,,28019,MADRID,G87880415,15/01/2020,601709292,higuerayalmendro@gmail.com,,CARABANCHEL,OPAÑEL,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,32,,
3755,CLUB DEPORTIVO BASICO INDEPENDIENTE DE VALLECAS,CALLE,ARROYO DEL OLIVAR,53,,28018,MADRID,G88356290,15/01/2020,636789520,independientedevallecas@gmail.com,http://independientedevallecas.com,PUENTE VALLECAS,PALOMERAS BAJAS,DEPORTIVAS,COMUNIDAD DE MADRID,253,,
3753,ASOCIACION MAD4GEO,CALLE,LUIS PEIDRO,11,ESCALERA A. 2º C,28007,MADRID,G88469499,15/01/2020,6522542285,mad4geo@gmail.com,http://www.facebook.com/Mad4Geo,RETIRO,ADELFAS,DEPORTIVAS,COMUNIDAD DE MADRID,28,,
3752,ASOCIACION SOCIOCULTURAL CINCUENTOPIA,CALLE,LUIS PIERNAS,29,,28017,MADRID,G87657896,15/01/2020,646185308,,,CIUDAD LINEAL,VENTAS,CULTURALES Y CASAS REGIONALES,ESTATAL,10,,
3750,ASOCIACION COORDINADORA DEL TERCER SECTOR DE LA COMUNIDAD DE MADRID,CALLE,BERNARDINO OBREGON,8,LOCAL,28012,MADRID,G88280490,15/01/2020,911684854,oficinatecnica@c3sm.org,,ARGANZUELA,PALOS DE MOGUER,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,214,,
375,ASOCIACION CIUDADANA DE CONSUMIDORES Y USUARIOS DE HORTALEZA - ACUM,CALLE,CALANDA,17,,28043,MADRID,G79292942,21/04/1989,913640276,,,HORTALEZA,CANILLAS,DE PERSONAS CONSUMIDORAS Y USUARIAS,DISTRITO,333,404,FEDERACION DE ASOCIACIONES CIUDADANAS DE CONSUMIDORES Y USUARIOS MADRID - FACUM
3749,ASOCIACION CASA DE LAS MUJERES DE VALLECAS,CALLE,TANGER,12,4º A,28018,MADRID,G88340005,07/01/2020,653539212,casademujeresvk@gmail.com,,PUENTE VALLECAS,PALOMERAS BAJAS,DE MUJERES,COMUNIDAD DE MADRID,102,,
3748,ASOCIACION AMIGOS DEL PUEBLO SAHARAUI,CALLE,PEZ,27,,28004,MADRID,G78017027,07/01/2020,633921322,aapsaharaui@gmail.com,http://saharamadrid.es,CENTRO,UNIVERSIDAD,PARA LA COOPERACIÓN AL DESARROLLO,ESTATAL,100,,
3747,CLUB DEPORTIVO ELEMENTAL DXT SUR,CALLE,ALBA DE TORMES,28,4º ATICO,28025,MADRID,G87067278,07/01/2020,649193828,dxtmadridsur@gmail.com,,CARABANCHEL,LOS ROSALES,DEPORTIVAS,COMUNIDAD DE MADRID,3,,
3746,MADRID LUXURY DISTRICT,CALLE,PRINCESA,72,1º - C,28008,MADRID,G88124722,07/01/2020,639151628,arantxa@perezcastellanos.com,,CHAMBERI,GAZTAMBIDE,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,ESTATAL,14,,
3745,ASOCIACION FOLKLORICA VILLA DE MADRID,CALLE,NARVAEZ,60,1º - 1,28009,MADRID,G28836252,07/01/2020,609254413,info@villademadrid.org,http://www.villademadrid.org,RETIRO,IBIZA,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,18,,
3744,ASOCIACION CULTURAL DE TANGO EL ABRAZO,CALLE,AUTOGIRO,36,BAJO C,28042,MADRID,G87536835,07/01/2020,678550771,milongaelabrazo@gmail.com,http://madridtangomarathon.com,BARAJAS,TIMON,CULTURALES Y CASAS REGIONALES,ESTATAL,200,,
3743,ASOCIACION CULTURAL UNION PERU,CALLE,PLATA,16,3º - C,28021,MADRID,G88439294,07/01/2020,634649973,koquiespinozadextre@gmail.com,,VILLAVERDE,VILLAVERDE ALTO C.H.,DEPORTIVAS,COMUNIDAD DE MADRID,24,,
3742,ASOCIACION A.V. AVANZAMOS CONTIGO FUENCARRAL EL PARDO,PLAZA,PUERTO DE LA CRUZ,5,4º- 4,28029,MADRID,G88469515,07/01/2020,649802100,ruben.ayala@coitim.es,,FUENCARRAL-EL PARDO,EL PILAR,VECINALES,COMUNIDAD DE MADRID,6,,
3740,MUJERES DOS ROMBOS,CALLE,RIBERA DEL MANZANARES,85,PLANTA 1 - PUERTA D - 28008 MADRID,28008,MADRID,G86049590,29/11/2019,646146173,losecretosdebarbie@yahoo.es,,MONCLOA-ARAVACA,CASA DE CAMPO,DE MUJERES,DISTRITO,14,,
3739,QUIROANATUR QUIROMAD-ASOCIACION DE PROFESIONALES EN TECNICAS NATURALES Y MANUALES,CALLE,DOCTOR ESQUERDO,105,,28007,MADRID,G80286289,29/11/2019,650737874,presidencia@quiroanatur.org,http://www.quiroanatur.org,RETIRO,ESTRELLA,COMERCIANTES.EMPRESARIOS.PROFESIONALES Y AUTÓNOMOS,DISTRITO,317,,
3738,CONTINUO,CALLE,BUEN SUCESO,13,PLANTA 4ª. PUERTA B,28008,MADRID,G88251541,19/11/2019,635016619,continuo.av@gmail.com,,MONCLOA-ARAVACA,ARGUELLES,CULTURALES Y CASAS REGIONALES,ESTATAL,7,,
3737,CLUB DEPORTIVO ELEMENTAL RUPE SAHAGUN,CALLE,MIRAMELINDOS,5,,28029,MADRID,G88516315,19/11/2019,610561655,jose_a_fernandez_lopez@hotmail.com,,FUENCARRAL-EL PARDO,TETUAN,DEPORTIVAS,COMUNIDAD DE MADRID,370,,
3736,ASOCIACION LATINOAMERICA LGTBI,CALLE,CABESTREROS,8,LOCAL IZQUIERDA,28012,MADRID,G87797775,05/11/2019,607929460,latinoamericalgbti@gmail.com,http://www.facebook.com/latinoamericalgbti,CENTRO,EMBAJADORES,DE PERSONAS LGTBI,ESTATAL,54,,
3735,NORTEA,CALLE,CERRO DEL CASTAÑAR,167,4º - C,28034,MADRID,G87387163,05/11/2019,637809177,asociacion.nortea@gmail.com,,FUENCARRAL-EL PARDO,MIRASIERRA,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,66,,
3734,ASOCIACION DE PADRES Y MADRES DE ALUMNOS DEL COLEGIO “JUAN DE VALDES” DE MADRID,AVENIDA,CANILLEJAS A VICALVARO,135,,28022,MADRID,G79659173,05/11/2019,686180882,ampa_j_valdes@fapaginerdelosrios.org,,SAN BLAS-CANILLEJAS,ROSAS,DE MADRES Y PADRES DEL ALUMNADO,COMUNIDAD DE MADRID,63,,
3732,CLUB SAN ISIDRO RUGBY CLUB,CALLE,VALCARLOS,32,4º - A,28050,MADRID,G80417041,06/11/2019,629211863,info@sanisidrorugby.com,http://www.sanisidrorugby.com,FUENCARRAL-EL PARDO,VALVERDE,DEPORTIVAS,COMUNIDAD DE MADRID,376,,
3731,EL CIRCO DE PIRULETO,AVENIDA,SAN DIEGO,21,2º - B,28053,MADRID,G84469121,25/10/2019,617459478,asociacion@elcircodepiruleto.org,http://www.elcircodepiruleto.org,PUENTE VALLECAS,SAN DIEGO,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,64,,
3729,OBSERVATORIO ESPAÑOL LGTBI - LESBIANAS GAYS BISEXUALES TRANSEXUALES E INTERSEXUALES,CALLE,CABESTREROS,8,LOCAL IZQUIERDA,28012,MADRID,G87886404,05/11/2019,607929460,stoplgbtfobia@gmail.com,http://stoplgbtfobia.org,CENTRO,EMBAJADORES,DE PERSONAS LGTBI,ESTATAL,32,,
3728,COMIKA,CALLE,ANSELMO LORENZO,2,PLANTA 2ª. PUERTA E,28044,MADRID,G88425988,18/10/2019,636994553,comika2018@gmail.com,http://comika.es/,LATINA,LAS AGUILAS,CULTURALES Y CASAS REGIONALES,COMUNIDAD DE MADRID,9,,
3727,ATENEO DISTRITO SALAMANCA,CALLE,CARTAGENA,76,PLANTA 1ª,28028,MADRID,G88417076,27/09/2019,616859795,hola@espaciolaatenea.org,,SALAMANCA,GUINDALERA,VECINALES,COMUNIDAD DE MADRID,66,,
3726,ASOCIACION PETRA CUEVAS TETUAN,CALLE,HIERBABUENA,12,PLANTA BAJA,28039,MADRID,G87741419,27/09/2019,629532167,virginiadiaz@icam.es,,TETUAN,BERRUGUETE,VECINALES,COMUNIDAD DE MADRID,38,,
3725,CLUB DEPORTIVO ELEMENTAL MONTECARMELO,AVENIDA,SANTUARIO DE VALVERDE,82,PORTAL C. PLANTA 4ª. PUERTA B,28049,MADRID,G86028636,25/09/2019,609466638,cdmontecarmelo@gmail.com,,FUENCARRAL-EL PARDO,EL GOLOSO,DEPORTIVAS,BARRIO,56,,
3724,CONFESQ,CALLE,JUAN ESPLANDIU,12,9º - E,28007,MADRID,G84259605,16/09/2019,677988700,info.confesq@gmail.com,http://www.confederacionssc.es,RETIRO,ESTRELLA,DE SALUD Y APOYO MUTUO,ESTATAL,16,,
3723,ASOCIACION KUM ANIMA ANIMALIS KAAN,CALLE,ALTOS DE CABREJAS,8,1º A,28038,MADRID,G88320726,30/08/2019,656253623,proyectos@asociacionkaan.org,http://www.asociacionkaan.org,PUENTE VALLECAS,NUMANCIA,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,15,,
3719,ASOCIACION DE DISEÑADORES DE ORFEBRERIA Y JOYERIA CONTEMPORANEAS,CALLE,AMOR DE DIOS,4,BAJO C,28014,MADRID,G87694089,23/08/2019,639149370,asoc.adoc@gmail.com,http://admadoc.wixsite.com/ad-oc,CENTRO,CORTES,CULTURALES Y CASAS REGIONALES,ESTATAL,5,,
3718,ASOCIACION RED DE ECONOMIA ALTERNATIVA Y SOLIDARIA DE MADRID,CALLE,DUQUE DE ALBA,13,LOCAL,28012,MADRID,G86412400,23/08/2019,669685215,administracion@reasmadrid.org,,CENTRO,EMBAJADORES,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,143,,
3717,ASOCIACION CULTURAL “ARTISTAS Y.”,CALLE,MIGUEL MOYA,4,5º DCHA,28004,MADRID,G80736952,23/08/2019,697871247,artistasypuntoav@gmail.com,,CENTRO,UNIVERSIDAD,CULTURALES Y CASAS REGIONALES,ESTATAL,21,,
3716,MOVIMIENTO ATD CUARTO MUNDO ESPAÑA,AVENIDA,OPORTO,36,BAJO,28019,MADRID,G80967458,23/08/2019,605918676,coordinacion@atdcuartomundo.es,http://www.atdcuartomundo.es,CARABANCHEL,SOL,OTRAS DE ACCIÓN SOCIAL,ESTATAL,86,,
3715,CLUB DEPORTIVO ELEMENTAL UNION ELIPA,CALLE,SANTA FELICIDAD,31,PLANTA BAJA,28017,MADRID,G88454665,23/08/2019,686628839,unionelipa@gmail.com,http://www.unionelipa.rffm.es,CIUDAD LINEAL,VENTAS,DEPORTIVAS,COMUNIDAD DE MADRID,311,,
3714,LAS HEDONISTAS ESCRITURAS,CALLE,GUTENBERG,22,1º A,28014,MADRID,G87784682,23/08/2019,695520828,fdsevilla@gmail.com,http://las-hedonistas.com,RETIRO,PACIFICO,CULTURALES Y CASAS REGIONALES,ESTATAL,3,,
3712,CLUB DEPORTIVO ELEMENTAL IMPULSO URBANO,CALLE,PALMA,70,,28015,MADRID,G85514628,19/08/2019,658838737,mariano@impulsourbano.es,,CENTRO,UNIVERSIDAD,DEPORTIVAS,COMUNIDAD DE MADRID,120,,
3711,CLUB DEPORTIVO ELEMENTAL SPORTING DEHESA DE LA VILLA,CALLE,ARTAJONA,19,,28039,MADRID,G87734869,19/08/2019,676191005,cesarholgueras@hotmail.com,,MONCLOA-ARAVACA,VALDEZARZA,DEPORTIVAS,COMUNIDAD DE MADRID,5,,
3710,CLUB DEPORTIVO ELEMENTAL OLIMPIC DE LAS TABLAS C.F.,CALLE,JUAN DE OLIAS,17,4º F,28020,MADRID,G87409553,19/08/2019,697278698,ganaadudawson33@hotmail.com,,TETUAN,CUATRO CAMINOS,DEPORTIVAS,COMUNIDAD DE MADRID,249,,
3709,CLUB DEPORTIVO ELEMENTAL SOBRE8RUEDAS,AVENIDA,MANZANARES,212,,28026,MADRID,G86298833,19/08/2019,668878332,sobre8ruedas@gmail.com,http://www.sobre8ruedas.com,USERA,MOSCARDO,DEPORTIVAS,COMUNIDAD DE MADRID,3,,
3708,ASOCIACION PARA EL FOMENTO DE LA ECONOMIA SOCIAL  SOLIDARIA Y DEL COOPERATIVISMO DE MADRID AFESSCOOP,CALLE,GAVIA SECA,18,2º A,28031,MADRID,G87532024,19/08/2019,910342527,INFO@AFESSCOOP.ORG,,VILLA VALLECAS,CASCO H.VALLECAS,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,9,,
3707,ASOCIACION DE VECINOS DE USERA,CALLE,SAN CASIMIRO,7,2º C,28026,MADRID,G88100409,19/08/2019,722516077,fernando@centroagora.com,,USERA,MOSCARDO,VECINALES,COMUNIDAD DE MADRID,217,,
3706,ASOCIACION ESPAÑOLA PARA EL DESARROLLO DE LA EDUCACION ECONOMICA Y DEL ANALISIS FINANCIERO A JOVENES,CALLE,ALEGRIA DE ORIA,83,,28027,MADRID,G88417993,19/08/2019,636584114,asociacionapeaf@gmail.com,,SAN BLAS-CANILLEJAS,EL SALVADOR,OTRAS DE ACCIÓN SOCIAL,ESTATAL,16,,
3705,ASOCIACION GNOSTICA DE ESTUDIOS DE ANTROPOLOGIA. CIENCIA. ARTE Y CULTURA SAMAEL AUN WEOR,CALLE,GUTIERRE DE CETINA,115,2º C,28017,MADRID,G38946547,19/08/2019,602631568,ageacac.esp@gmail.com,http:// gnosisespaña.es,CIUDAD LINEAL,PUEBLO NUEVO,CULTURALES Y CASAS REGIONALES,ESTATAL,19,,
3704,CLUB DEPORTIVO FUENTELARREYNA,CALLE,RAMON GOMEZ DE LA SERNA,24,,28035,MADRID,G84754704,19/08/2019,913732328,crector@colegiofuentelarreyna.org,,FUENCARRAL-EL PARDO,PEÑA GRANDE,DEPORTIVAS,COMUNIDAD DE MADRID,1050,,
3702,ASOCIACION DE ACOGEDORES DE MENORES DE LA COMUNIDAD DE MADRID,CALLE,SAAVEDRA FAJARDO,5,BAJO,28011,MADRID,G84099308,23/08/2019,633533092,adamcam@adamcam.org,http://www.adamcam.org,LATINA,PUERTA DEL ANGEL,FAMILIAS,ESTATAL,105,,
370,ASOCIACION DE PADRES DE ALUMNOS DEL COLEGIO PUBLICO CIUDAD DE CORDOBA,CALLE,LILLO,1,,28041,MADRID,G28673234,25/04/1989,913172717,ampaccordoba@gmail.com,,VILLAVERDE,LOS ANGELES,DE MADRES Y PADRES DEL ALUMNADO,BARRIO,127,407,"FEDERACION DE LA COMUNIDAD DE MADRID DE ASOCIACIONES DE PADRES Y MADRES DEL ALUMNADO ""FRANCISCO GINER DE LOS RIOS"""
3699,ONG OLVIDADOS,CALLE,BOCANGEL,28,5º D,28028,MADRID,G86103835,13/08/2019,609110345,INFO@OLVIDADOS.ORG,http://WWW.OLVIDADOS.ORG,SALAMANCA,FUENTE DEL BERRO,OTRAS DE ACCIÓN SOCIAL,ESTATAL,78,,
3698,ASOCIACION PASION POR EL HOMBRE-BOCATAS,PASEO,CASTELLANA,213,1D,28046,MADRID,G83742817,13/08/2019,669007628,bocatas@gmail.com,http://www.bocatas.io,TETUAN,ALMENARA,OTRAS DE ACCIÓN SOCIAL,COMUNIDAD DE MADRID,20,,
3697,ASOCIACION DESTINO MUNDO (A.D.M.),CALLE,CONDE DE VISTAHERMOSA,9,2º DCHA,28019,MADRID,G87789749,13/08/2019,678369681,destinomundoong@gmail.com,,CARABANCHEL,COMILLAS,PARA LA COOPERACIÓN AL DESARROLLO,COMUNIDAD DE MADRID,12,,
3696,ASOCIACION DEPORTE Y TRASPLANTE MADRID,CALLE,OXIGENO,27,BAJO I,28021,MADRID,G87856589,13/08/2019,650772777,presidencia@deporteytrasplantemadrid.com,http://www.deporteytrasplantemadrid.com,VILLAVERDE,VILLAVERDE ALTO C.H.,DE SALUD Y APOYO MUTUO,COMUNIDAD DE MADRID,50,,
3695,AGRUPACION DEPORTIVA UNION ADARVE,CALLE,BECERREA,4,,28029,MADRID,G80455595,13/08/2019,662311127,jcrm@auxadi.com,http://www.unionadarve.com/,FUENCARRAL-EL PARDO,EL PILAR,DEPORTIVAS,COMUNIDAD DE MADRID,33,,
3694,CLUB DEPORTIVO ELEMENTAL ATLETICO SANTA ANA,CALLE,HOSPITALET DE LLOBREGAT,S/N,,28034,MADRID,G87972980,13/08/2019,646229248,cdeatleticosantaana@hotmail.com,,FUENCARRAL-EL PARDO,FUENCARRAL,DEPORTIVAS,COMUNIDAD DE MADRID,60,,
3692,CLUB DEPORTIVO ELEMENTAL SPORTING LAS TABLAS,CALLE,PUENTE LA REINA,16,3º A,28050,MADRID,G87897773,13/08/2019,637374948,sporting_lastablas@hotmail.com,,FUENCARRAL-EL PARDO,VALVERDE,DEPORTIVAS,COMUNIDAD DE MADRID,402,,
3691,ASOCIACION VECINAL DOÑA CARLOTA-NUMANCIA,CALLE,DOCTOR LOZANO,16,,28038,MADRID,G88298682,13/08/2019,649298829,avdcarlotanumancia@gmail.com,,PUENTE VALLECAS,NUMANCIA,VECINALES,COMUNIDAD DE MADRID,31,,
